titre,entreprise,logo,date_publiee,description,lien,categorie,type_contrat,date_detectee
Stagiaire Data RH H/FNTN Europe,Non précisé,https://f.hellowork.com/img/entreprises/200196.png,il y a 16 jours,Suivi de candidature | Stagiaire Data RH H/F | NTN Europe | Super recruteur | Annecy - 74 | Stage | 650 € / mois | 4 mois | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/83046684.html,Data,Stage,2026-09-18 09:41
Stage - - Expert Sécurité Data H/FBPCE Infogérance & Technologies,Non précisé,https://f.hellowork.com/img/entreprises/206261.png,il y a 5 jours,Stage - - Expert Sécurité Data H/F | BPCE Infogérance & Technologies | Balma - 31 | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83402875.html,Data,Stage,2026-09-18 09:41
Data - Business Analyst Pricing en Stage H/FCarrefour,Non précisé,https://f.hellowork.com/img/entreprises/193931.png,il y a 6 jours,Data - Business Analyst Pricing en Stage H/F | Carrefour | Massy - 91 | Stage | 700 € / mois | 6 mois | Voir l’offre | il y a 6 jours,https://www.hellowork.com/fr-fr/emplois/76846136.html,Data,Stage,2026-09-18 09:41
Stage - Data & Analytics Audit H/FKPMG,Non précisé,https://f.hellowork.com/img/entreprises/198457.png,il y a 11 jours,Stage - Data & Analytics Audit H/F | KPMG | Courbevoie - 92 | Stage | Voir l’offre | il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/83194118.html,Data,Stage,2026-09-18 09:41
Chef de Projet Marketing Digital - CRM & Data H/FJobmania,Non précisé,https://f.hellowork.com/img/entreprises/198186.png,il y a 9 jours,Suivi de candidature | Chef de Projet Marketing Digital - CRM & Data H/F | Jobmania | Paris - 75 | Stage | 800 - 900 € / mois | 6 mois | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83295409.html,Data,Stage,2026-09-18 09:41
Stagiaire Data & IA - Transformation Digitale H/FInmac,Non précisé,https://f.hellowork.com/img/entreprises/215295.png,il y a 9 jours,Suivi de candidature | Stagiaire Data & IA - Transformation Digitale H/F | Inmac | Roissy-en-France - 95 | Stage | 6 mois | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83306275.html,Data,Stage,2026-09-18 09:41
Stage - Data Analytics - Arcueil 94 - H/FAramisauto,Non précisé,https://f.hellowork.com/img/entreprises/192691.png,il y a 3 jours,Suivi de candidature | Stage - Data Analytics - Arcueil 94 - H/F | Aramisauto | Arcueil - 94 | Stage | Télétravail partiel | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83477184.html,Data,Stage,2026-09-18 09:41
Proposal Content & Data Management Intern H/FIDEMIA Secure Transactions,Non précisé,https://f.hellowork.com/img/entreprises/197666.png,il y a 8 jours,Suivi de candidature | Proposal Content & Data Management Intern H/F | IDEMIA Secure Transactions | Courbevoie - 92 | Stage | 6 mois | Voir l’offre | il y a 8 jours,https://www.hellowork.com/fr-fr/emplois/81268329.html,Data,Stage,2026-09-18 09:41
Stage Data Marketing Expérience Client Frog H/FCapgemini,Non précisé,https://f.hellowork.com/img/entreprises/193881.png,il y a 2 jours,Stage Data Marketing Expérience Client Frog H/F | Capgemini | Issy-les-Moulineaux - 92 | Stage | Télétravail occasionnel | 6 mois | Voir l’offre | il y a 2 jours,https://www.hellowork.com/fr-fr/emplois/83507069.html,Data,Stage,2026-09-18 09:41
Stage Data en Gouvernance de Données H/FCoopérative U,Non précisé,https://f.hellowork.com/img/entreprises/194644.png,il y a 19 jours,Stage Data en Gouvernance de Données H/F | Coopérative U | Rungis - 94 | Stage | 4 mois | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/82919060.html,Data,Stage,2026-09-18 09:41
Alternant Proxy Product Owner & Data Quality - Master Data H/FGEODIS,Non précisé,https://f.hellowork.com/img/entreprises/196652.png,il y a 16 jours,Suivi de candidature | Alternant Proxy Product Owner & Data Quality - Master Data H/F | GEODIS | Levallois-Perret - 92 | Stage | 10 000 - 20 000 € / an | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/82031934.html,Data,Stage,2026-09-18 09:41
Consultante - Consultant Entreprise Data & Analytics H/FCapgemini,Non précisé,https://f.hellowork.com/img/entreprises/193881.png,il y a 16 jours,Consultante - Consultant Entreprise Data & Analytics H/F | Capgemini | Issy-les-Moulineaux - 92 | Stage | 6 mois | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/83038062.html,Data,Stage,2026-09-18 09:41
Stage - Ingénieur Amélioration Continue & Data Analytics en Fal H/FExpleo,Non précisé,https://f.hellowork.com/img/entreprises/196056.png,il y a 10 jours,Stage - Ingénieur Amélioration Continue & Data Analytics en Fal H/F | Expleo | Toulouse - 31 | Stage | Télétravail partiel | Voir l’offre | il y a 10 jours,https://www.hellowork.com/fr-fr/emplois/83262765.html,Data,Stage,2026-09-18 09:41
Stage Ingénieur IA - Data - Business Line Développement Régional - Lyon H/FSopra Steria,Non précisé,https://f.hellowork.com/img/entreprises/202495.png,il y a 3 jours,Suivi de candidature | Stage Ingénieur IA - Data - Business Line Développement Régional - Lyon H/F | Sopra Steria | Lyon 3e - 69 | Stage | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83479770.html,Data,Stage,2026-09-18 09:41
Stage - Assistant Administrateur ERP & Concepteur Data - Éditique H/FExpliseat,Non précisé,https://f.hellowork.com/img/entreprises/196059.png,il y a 4 jours,Suivi de candidature | Stage - Assistant Administrateur ERP & Concepteur Data - Éditique H/F | Expliseat | Avrillé - 49 | Stage | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/82356690.html,Data,Stage,2026-09-18 09:41
Stage - Data Management Office H/FCrédit Agricole Assurances,Non précisé,https://f.hellowork.com/img/entreprises/194717.png,il y a 25 jours,Stage - Data Management Office H/F | Crédit Agricole Assurances | Paris - 75 | Stage | 700 - 1 500 € / mois | Télétravail partiel | Voir l’offre | il y a 25 jours,https://www.hellowork.com/fr-fr/emplois/80659521.html,Data,Stage,2026-09-18 09:41
Stagiaire École - Développeur Data Science et IA H/FCREDIT INDUSTRIEL ET COMMERCIAL,Non précisé,https://f.hellowork.com/img/entreprises/194736.png,il y a 16 jours,Stagiaire École - Développeur Data Science et IA H/F | CREDIT INDUSTRIEL ET COMMERCIAL | Paris 9e - 75 | Stage | 1 200 - 1 800 € / mois | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/83055954.html,Data,Stage,2026-09-18 09:41
Stagiaire Data et Analyse et Reporting H/FCarrefour,Non précisé,https://f.hellowork.com/img/entreprises/193931.png,il y a 26 jours,Stagiaire Data et Analyse et Reporting H/F | Carrefour | Massy - 91 | Stage | 6 mois | Voir l’offre | il y a 26 jours,https://www.hellowork.com/fr-fr/emplois/77164060.html,Data,Stage,2026-09-18 09:41
Data - Business Analyst Pricing en Stage H/FCarrefour,Non précisé,https://f.hellowork.com/img/entreprises/193931.png,il y a 25 jours,Data - Business Analyst Pricing en Stage H/F | Carrefour | Massy - 91 | Stage | 700 € / mois | 6 mois | Voir l’offre | il y a 25 jours,https://www.hellowork.com/fr-fr/emplois/80213703.html,Data,Stage,2026-09-18 09:41
Internship Data Quality & Control - Ports & Terminals Procurement H/FCMA CGM,Non précisé,https://f.hellowork.com/img/entreprises/194426.png,il y a 9 jours,Suivi de candidature | Internship Data Quality & Control - Ports & Terminals Procurement H/F | CMA CGM | Marseille - 13 | Stage | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83289897.html,Data,Stage,2026-09-18 09:41
Intern Data Reliability - Off-Manifest Rebates Department H/FCMA CGM,Non précisé,https://f.hellowork.com/img/entreprises/194426.png,il y a 9 jours,Suivi de candidature | Intern Data Reliability - Off-Manifest Rebates Department H/F | CMA CGM | Marseille - 13 | Stage | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83292713.html,Data,Stage,2026-09-18 09:41
Pfe 2027 Data - Power Bi - Cartographie Foncière 33 H/FVCSP ROUTE FRANCE - DELEGATION SUD OUEST,Non précisé,https://f.hellowork.com/img/entreprises/203583.png,il y a 5 jours,Suivi de candidature | Pfe 2027 Data - Power Bi - Cartographie Foncière 33 H/F | VCSP ROUTE FRANCE - DELEGATION SUD OUEST | Mérignac - 33 | Stage | 25 000 € / an | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/80192045.html,Data,Stage,2026-09-18 09:41
Stage - Data Visualization - Pmo IT H/FBNP Paribas,Non précisé,https://f.hellowork.com/img/entreprises/193475.png,il y a 24 jours,Stage - Data Visualization - Pmo IT H/F | BNP Paribas | Luxembourg | Stage | 6 mois | Voir l’offre | il y a 24 jours,https://www.hellowork.com/fr-fr/emplois/74867762.html,Data,Stage,2026-09-18 09:41
Stage - Projet Model Based Definition Constitution d'Un Technical Data Package Numérique H/FSafran,Non précisé,https://f.hellowork.com/img/entreprises/215443.png,il y a 11 jours,Suivi de candidature | Stage - Projet Model Based Definition Constitution d'Un Technical Data Package Numérique H/F | Safran | Bordes - 64 | Stage | 6 mois | Voir l’offre | il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/83188721.html,Data,Stage,2026-09-18 09:41
Stage - Simulation des Couplages Emi Entre Harnais de Puissance - Harnais Data H/FSafran,Non précisé,https://f.hellowork.com/img/entreprises/215443.png,il y a 4 jours,Suivi de candidature | Stage - Simulation des Couplages Emi Entre Harnais de Puissance - Harnais Data H/F | Safran | Réau - 77 | Stage | 6 mois | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/81410147.html,Data,Stage,2026-09-18 09:41
Stage de Fin d'Études Consultant IA - Data H/FAudensiel Technologies,Non précisé,https://f.hellowork.com/img/entreprises/192979.png,il y a 23 jours,Suivi de candidature | Stage de Fin d'Études Consultant IA - Data H/F | Audensiel Technologies | Paris - 75 | Stage | 1 500 € / mois | 6 mois | Voir l’offre | il y a 23 jours,https://www.hellowork.com/fr-fr/emplois/82784292.html,Cybersécurité,Stage,2026-09-18 09:41
Stage - Chargé de Conformité - Data & Sécurité Financière H/FBNP Paribas,Non précisé,https://f.hellowork.com/img/entreprises/193475.png,il y a 20 jours,Stage - Chargé de Conformité - Data & Sécurité Financière H/F | BNP Paribas | Paris - 75 | Stage | Télétravail partiel | Voir l’offre | il y a 20 jours,https://www.hellowork.com/fr-fr/emplois/73105417.html,Data,Stage,2026-09-18 09:41
Data Scientist - Data Ingenieur Stage H/FGRADIANT,Non précisé,https://f.hellowork.com/img/entreprises/206669.png,il y a 15 jours,Data Scientist - Data Ingenieur Stage H/F | GRADIANT | Île-de-France | Stage | Voir l’offre | il y a 15 jours,https://www.hellowork.com/fr-fr/emplois/82986864.html,Data,Stage,2026-09-18 09:41
Stage - Data Scientist H/FCrédit Agricole Assurances,Non précisé,https://f.hellowork.com/img/entreprises/194717.png,il y a 5 jours,Stage - Data Scientist H/F | Crédit Agricole Assurances | Paris - 75 | Stage | 700 - 1 900 € / mois | Télétravail partiel | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/82285348.html,Data,Stage,2026-09-18 09:41
Alternant Intelligence Artificielle H/FAHG Ateliers de la Haute Garonne,Non précisé,https://f.hellowork.com/img/entreprises/192235.png,il y a 13 jours,Suivi de candidature | Alternant Intelligence Artificielle H/F | AHG Ateliers de la Haute Garonne | Flourens - 31 | Alternance | 2 ans | Voir l’offre | il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/83112765.html,IA,Alternance,2026-09-18 09:41
Alternance - Analyste Data & Intelligence Artificielle H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 3 jours,"Alternance - Analyste Data & Intelligence Artificielle H/F | NEXA Digital School | Paris - 75 | Alternance | 21 876,40 € / an | Télétravail partiel | + 1 | Voir l’offre | il y a 3 jours",https://www.hellowork.com/fr-fr/emplois/79106398.html,IA,Alternance,2026-09-18 09:41
Alternant Robotisation et Intelligence Artificielle H/FElior,Non précisé,https://f.hellowork.com/img/entreprises/206507.png,il y a 17 jours,Suivi de candidature | Alternant Robotisation et Intelligence Artificielle H/F | Elior | Créteil - 94 | Alternance | 12 mois | Voir l’offre | il y a 17 jours,https://www.hellowork.com/fr-fr/emplois/82988263.html,IA,Alternance,2026-09-18 09:41
Alternance Ingénieur Data et Intelligence Artificielle H/FLPG Systems,Non précisé,https://f.hellowork.com/img/entreprises/199168.png,il y a 24 jours,Suivi de candidature | Alternance Ingénieur Data et Intelligence Artificielle H/F | LPG Systems | Super recruteur | Valence - 26 | Alternance | 966 - 1 823 € / mois | Télétravail occasionnel | + 1 | Voir l’offre | il y a 24 jours,https://www.hellowork.com/fr-fr/emplois/78438719.html,IA,Alternance,2026-09-18 09:41
Alternant Big Data & Intelligence Artificielle - Bac+4 - 5 - Septembre 2026 H/FSup de Vinci,Non précisé,https://f.hellowork.com/img/entreprises/204915.png,il y a 26 jours,"Alternant Big Data & Intelligence Artificielle - Bac+4 - 5 - Septembre 2026 H/F | Sup de Vinci | Saint-Herblain - 44 | Alternance | 710 - 1 823,03 € / mois | Télétravail occasionnel | + 1 | Voir l’offre | il y a 26 jours",https://www.hellowork.com/fr-fr/emplois/80622859.html,IA,Alternance,2026-09-18 09:41
Alternance Chef de Projet IA - Nanterre H/FISCOD,Non précisé,https://f.hellowork.com/img/entreprises/198022.png,il y a 5 jours,"Alternance Chef de Projet IA - Nanterre H/F | ISCOD | Nanterre - 92 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 5 jours",https://www.hellowork.com/fr-fr/emplois/83412616.html,IA,Alternance,2026-09-18 09:41
Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/FREDSUP,Non précisé,https://f.hellowork.com/img/entreprises/201284.png,il y a 3 jours,Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/F | REDSUP | Paris 1er - 75 | Alternance | 15 000 € / an | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83493690.html,IA,Alternance,2026-09-18 09:41
Alternant IA - Lyon H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 4 jours,Alternant IA - Lyon H/F | NEXA Digital School | Auvergne-Rhône-Alpes | Alternance | 800 - 1 300 € / mois | Télétravail partiel | + 1 | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/81400571.html,IA,Alternance,2026-09-18 09:41
Alternant IA Générative & Automatisation Métiers H/FDocaposte,Non précisé,https://f.hellowork.com/img/entreprises/195184.png,il y a 8 jours,Suivi de candidature | Alternant IA Générative & Automatisation Métiers H/F | Docaposte | Paris 14e - 75 | Alternance | Voir l’offre | il y a 8 jours,https://www.hellowork.com/fr-fr/emplois/83314028.html,IA,Alternance,2026-09-18 09:41
Alternant Chef de Projet IA & Transformation Digitale H/FCEVA LOGISTICS,Non précisé,https://f.hellowork.com/img/entreprises/194143.png,il y a 11 jours,"Alternant Chef de Projet IA & Transformation Digitale H/F | CEVA LOGISTICS | Orléans - 45 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 11 jours",https://www.hellowork.com/fr-fr/emplois/83209760.html,IA,Alternance,2026-09-18 09:41
Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/FREDSUP,Non précisé,https://f.hellowork.com/img/entreprises/201284.png,il y a 3 jours,Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/F | REDSUP | Clichy - 92 | Alternance | 15 000 € / an | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83493686.html,IA,Alternance,2026-09-18 09:41
Alternance - Chef.Fe de Projet IA & Transformation H/FIriig,Non précisé,https://f.hellowork.com/img/entreprises/198005.png,il y a 3 jours,"Suivi de candidature | Alternance - Chef.Fe de Projet IA & Transformation H/F | Iriig | Lyon - 69 | Alternance | 1 138,88 - 1 456,28 € / mois | 1 an | Voir l’offre | il y a 3 jours",https://www.hellowork.com/fr-fr/emplois/83381703.html,IA,Alternance,2026-09-18 09:41
Chef de Projet IA - Alternance H/FGroupe Eram,Non précisé,https://f.hellowork.com/img/entreprises/206692.png,il y a 13 jours,"Suivi de candidature | Chef de Projet IA - Alternance H/F | Groupe Eram | Montrevault-sur-Èvre - 49 | Alternance | 22 404,20 € / an | Télétravail occasionnel | + 1 | Voir l’offre | il y a 13 jours",https://www.hellowork.com/fr-fr/emplois/83118190.html,IA,Alternance,2026-09-18 09:41
Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/FREDSUP,Non précisé,https://f.hellowork.com/img/entreprises/201284.png,il y a 6 jours,"Suivi de candidature | Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/F | REDSUP | Clichy - 92 | Alternance | 12,31 € / heure | 2 ans | Voir l’offre | il y a 6 jours",https://www.hellowork.com/fr-fr/emplois/81315379.html,IA,Alternance,2026-09-18 09:41
Analyste IA H/FPARTNAIR&SEA,Non précisé,https://f.hellowork.com/img/entreprises/221085.png,il y a 9 jours,Suivi de candidature | Analyste IA H/F | PARTNAIR&SEA | Roissy-en-France - 95 | Alternance | Télétravail occasionnel | 1 an | Voir l’offre | il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/83157347.html,IA,Alternance,2026-09-18 09:41
Chargé de Projet IA & Automatisation RH en Alternance H/FMyDigitalSchool Angers,Non précisé,https://f.hellowork.com/img/entreprises/207109.png,il y a 14 jours,"Chargé de Projet IA & Automatisation RH en Alternance H/F | MyDigitalSchool Angers | Angers - 49 | Alternance | 492,22 - 1 823,03 € / mois | 24 mois | Voir l’offre | il y a 14 jours",https://www.hellowork.com/fr-fr/emplois/82131231.html,IA,Alternance,2026-09-18 09:41
Chargé de Projet IA & Analyse de Données en Alternance H/FMyDigitalSchool Angers,Non précisé,https://f.hellowork.com/img/entreprises/207109.png,il y a 14 jours,"Chargé de Projet IA & Analyse de Données en Alternance H/F | MyDigitalSchool Angers | Angers - 49 | Alternance | 486,22 - 1 823,03 € / mois | 1 an | Voir l’offre | il y a 14 jours",https://www.hellowork.com/fr-fr/emplois/82132197.html,IA,Alternance,2026-09-18 09:41
Alternance - Assistant IA et Transformation Digitale H/FStudi CFA,Non précisé,https://f.hellowork.com/img/entreprises/202763.png,il y a 14 jours,"Suivi de candidature | Alternance - Assistant IA et Transformation Digitale H/F | Studi CFA | Saint-Ouen-sur-Seine - 93 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 14 jours",https://www.hellowork.com/fr-fr/emplois/79812074.html,IA,Alternance,2026-09-18 09:41
Chargé de Projets IA & Chatbot Alternance H/FME GROUP,Non précisé,https://f.hellowork.com/img/entreprises/199520.png,il y a 16 jours,"Suivi de candidature | Chargé de Projets IA & Chatbot Alternance H/F | ME GROUP | Échirolles - 38 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 16 jours",https://www.hellowork.com/fr-fr/emplois/80972573.html,IA,Alternance,2026-09-18 09:41
Alternance Chef de Projet IA & Processus - Informaticien Hardware H/FFrappa,Non précisé,https://f.hellowork.com/img/entreprises/196466.png,il y a 21 jours,Suivi de candidature | Alternance Chef de Projet IA & Processus - Informaticien Hardware H/F | Frappa | Super recruteur | Davézieux - 07 | Alternance | 35 semaines | Voir l’offre | il y a 21 jours,https://www.hellowork.com/fr-fr/emplois/81906122.html,IA,Alternance,2026-09-18 09:41
Alternant IA - Paris H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 19 jours,Alternant IA - Paris H/F | NEXA Digital School | Île-de-France | Alternance | Télétravail partiel | 24 mois | Voir l’offre | il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/82893428.html,IA,Alternance,2026-09-18 09:41
Chargé d'Études IA H/FSup de Vinci,Non précisé,https://f.hellowork.com/img/entreprises/204915.png,il y a 20 jours,Chargé d'Études IA H/F | Sup de Vinci | Nouvelle-Aquitaine | Alternance | 2 ans | Voir l’offre | il y a 20 jours,https://www.hellowork.com/fr-fr/emplois/78584119.html,IA,Alternance,2026-09-18 09:41
Chef de Projet IA en Alternance H/FHELPLINE,Non précisé,https://f.hellowork.com/img/entreprises/197359.png,il y a 23 jours,Suivi de candidature | Chef de Projet IA en Alternance H/F | HELPLINE | Nanterre - 92 | Alternance | 10 000 - 18 000 € / an | Voir l’offre | il y a 23 jours,https://www.hellowork.com/fr-fr/emplois/78169595.html,IA,Alternance,2026-09-18 09:41
Alternance IA · Bac+3 à Bac+5 · Lyon H/FNEXA Digital School,Non précisé,https://f.hellowork.com/img/entreprises/200053.png,il y a 23 jours,Alternance IA · Bac+3 à Bac+5 · Lyon H/F | NEXA Digital School | Lyon 2e - 69 | Alternance | 2 ans | Voir l’offre | il y a 23 jours,https://www.hellowork.com/fr-fr/emplois/81845256.html,IA,Alternance,2026-09-18 09:41
Alternance Consultant Business & IA H/FImmersia,Non précisé,https://f.hellowork.com/img/entreprises/197767.png,il y a 24 jours,"Suivi de candidature | Alternance Consultant Business & IA H/F | Immersia | Levallois-Perret - 92 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 24 jours",https://www.hellowork.com/fr-fr/emplois/82746683.html,IA,Alternance,2026-09-18 09:41
Alternant - Adoption IA Générative & Microsoft Copilot H/FINTED GROUP (IEG),Non précisé,https://f.hellowork.com/img/entreprises/197901.png,il y a 25 jours,"Suivi de candidature | Alternant - Adoption IA Générative & Microsoft Copilot H/F | INTED GROUP (IEG) | Champs-sur-Marne - 77 | Alternance | 1 867,02 € / mois | 12 mois | Voir l’offre | il y a 25 jours",https://www.hellowork.com/fr-fr/emplois/82696864.html,IA,Alternance,2026-09-18 09:41
Chargé de Projet IA & Automatisation RH en Alternance H/FMyDigitalSchool Angers,Non précisé,https://f.hellowork.com/img/entreprises/207109.png,il y a 29 jours,"Chargé de Projet IA & Automatisation RH en Alternance H/F | MyDigitalSchool Angers | Angers - 49 | Alternance | 492,22 - 1 867,02 € / mois | 24 mois | Voir l’offre | il y a 29 jours",https://www.hellowork.com/fr-fr/emplois/81619140.html,IA,Alternance,2026-09-18 09:41
Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/FREDSUP,Non précisé,https://f.hellowork.com/img/entreprises/201284.png,il y a 2 heures,"Suivi de candidature | Spécialiste en Conception et Déploiement de Solutions IA - Alternance H/F | REDSUP | Clichy - 92 | Alternance | 12,31 € / heure | 2 ans | Voir l’offre | il y a 2 heures",https://www.hellowork.com/fr-fr/emplois/79218977.html,IA,Alternance,2026-09-18 09:41
Apprenti Création d'Agents Llm Large Language Model pour Optimiser les Outils de Reporting H/FVeolia,Non précisé,https://f.hellowork.com/img/entreprises/203626.png,il y a 2 jours,"Suivi de candidature | Apprenti Création d'Agents Llm Large Language Model pour Optimiser les Outils de Reporting H/F | Veolia | Aubervilliers - 93 | Alternance | 492,22 - 1 823,03 € / mois | Voir l’offre | il y a 2 jours",https://www.hellowork.com/fr-fr/emplois/67853858.html,IA,Alternance,2026-09-18 09:41
Stage - Bac+5 - Modélisation de la Méthode Flash par Intelligence Artificielle H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+5 - Modélisation de la Méthode Flash par Intelligence Artificielle H/F | CEA | Centre-Val de Loire | Stage | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375243.html,IA,Stage,2026-09-18 09:41
Stage - Développement d'Outils d'Intelligence Artificielle du Bureau d'Etude H/FSafran,Non précisé,https://f.hellowork.com/img/entreprises/215443.png,il y a 11 jours,Suivi de candidature | Stage - Développement d'Outils d'Intelligence Artificielle du Bureau d'Etude H/F | Safran | Bordes - 64 | Stage | 4 mois | Voir l’offre | il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/83192057.html,IA,Stage,2026-09-18 09:41
Stage de Fin d'Études en Intelligence Artificielle H/FEPSA,Non précisé,https://f.hellowork.com/img/entreprises/206525.png,il y a 25 jours,Suivi de candidature | Stage de Fin d'Études en Intelligence Artificielle H/F | EPSA | Nantes - 44 | Stage | 1 000 € / mois | Voir l’offre | il y a 25 jours,https://www.hellowork.com/fr-fr/emplois/81741319.html,IA,Stage,2026-09-18 09:41
Stage - Bac+4 - +5 - Analyse de Signaux de Vélocimétrie par Intelligence Artificielle H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+4 - +5 - Analyse de Signaux de Vélocimétrie par Intelligence Artificielle H/F | CEA | Bruyères-le-Châtel - 91 | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375160.html,IA,Stage,2026-09-18 09:41
Stage AMOA - Recette & Test - Projet Intelligence Artificielle H/FGroupe SII,Non précisé,https://f.hellowork.com/img/entreprises/197178.png,il y a 16 jours,Suivi de candidature | Stage AMOA - Recette & Test - Projet Intelligence Artificielle H/F | Groupe SII | Super recruteur | Vélizy-Villacoublay - 78 | Stage | 16 000 - 16 800 € / an | 6 mois | Voir l’offre | il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/82059748.html,IA,Stage,2026-09-18 09:41
Stage - Bac+5 - Développement d'Un Démonstrateur à Base d'Intelligence Artificielle Embarquée H/FCEA,Non précisé,https://f.hellowork.com/img/entreprises/194020.png,il y a 5 jours,Stage - Bac+5 - Développement d'Un Démonstrateur à Base d'Intelligence Artificielle Embarquée H/F | CEA | Nouvelle-Aquitaine | Stage | 6 mois | Voir l’offre | il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/83375228.html,IA,Stage,2026-09-18 09:41
Stage - Stage Fin d'Études - Ingénieur Innovation en Intelligence Artificielle Appliquée aux Life Sciences H/FAstek,Non précisé,https://f.hellowork.com/img/entreprises/192878.png,il y a 4 jours,Stage - Stage Fin d'Études - Ingénieur Innovation en Intelligence Artificielle Appliquée aux Life Sciences H/F | Astek | Paris 1er - 75 | Stage | 35 000 € / an | Télétravail partiel | Voir l’offre | il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/83427518.html,IA,Stage,2026-09-18 09:41
Pfe l'Intelligence Artificielle au Service du Chantier H/FColas France,Non précisé,https://f.hellowork.com/img/entreprises/194500.png,il y a 1 jour,Pfe l'Intelligence Artificielle au Service du Chantier H/F | Colas France | Sedan - 08 | Stage | 6 mois | Voir l’offre | il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/81486997.html,IA,Stage,2026-09-18 09:41
Stage Chargé·e de Mission IA - H/FVeolia Eau,Non précisé,https://f.hellowork.com/img/entreprises/203628.png,il y a 3 jours,Suivi de candidature | Stage Chargé·e de Mission IA - H/F | Veolia Eau | Vaulx-en-Velin - 69 | Stage | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/82433554.html,IA,Stage,2026-09-18 09:41
Stage - Analyste IA & Performance Sse H/FCMA CGM,Non précisé,https://f.hellowork.com/img/entreprises/194426.png,il y a 3 jours,Suivi de candidature | Stage - Analyste IA & Performance Sse H/F | CMA CGM | Marseille - 13 | Stage | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83480743.html,IA,Stage,2026-09-18 09:41
Stage - Développement d'Un Assistant IA pour la Génération de Tests V&V H/FFramatome,Non précisé,https://f.hellowork.com/img/entreprises/196426.png,il y a 3 jours,Stage - Développement d'Un Assistant IA pour la Génération de Tests V&V H/F | Framatome | Grenoble - 38 | Stage | Voir l’offre | il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/83483612.html,IA,Stage,2026-09-18 09:41
